Id Sql,Id,Centres,Bloc,Nom Curt,Nom Programa,Descripcio,Ambits Curriculars,Ambits Innovacio,Etapes Objectiu,Objectius,Requisits,Compromisos,Periode,Fitxa,Enllaç Fitxa,Vídeo,Web Programa,Simbol,Unitat,Responsable,Contacte,Modificar Definicio,Pujar Dades,Continuitat Anual,Idfullnouscentres,Dades Json
11,42,42,Programes,magnet,Programa Magnet,El programa _Magnet. Aliances per a l’èxit educatiu_ acompanya els centres educatius en el desenvolupament d’un projecte en aliança amb una institució d’excel·lència. Aquesta col·laboració entre el centre educatiu i la institució ha de permetre al centre d,"ART,CIE,CME,CVA,DIG,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO","- Incorporar el coneixement de la institució al dia a dia del centre, des d’un enfocament globalitzat de l’aprenentatge.
- Desenvolupar una organització de centre que afavoreixi una major coherència i intencionalitat al projecte de centre i amb la finalit","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Ser un centre que tingui una composició social desequilibrada respecte a la zona de referència (entre un 10% i un 30% d’","La participació del centre en el programa suposa l’acceptació dels compromisos següents:
- Constituir un equip impulsor amb un mínim del 20% dels membres del claustre a més a més de l’equip directiu.
- Organitzar el centre per facilitar que hi hagi espai",Trianual,10_Magnet.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/10_magnet.pdf,https://www.youtube.com/watch?v=GaDR1WNMqJE&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=6,https://magnet.cat/,programa_magnet.png,,,"info@magnet.cat,xgeis@xtec.cat",,S,,13tFYVj03ZbhmsaXNcFUWTs1TiClwIsdfS1k_GT3Dvcg,"{""id"": ""42"", ""Bloc"": ""Programes"", ""Fitxa"": ""10_Magnet.pdf"", ""Enllac"": ""https://magnet.cat/"", ""Simbol"": ""programa_magnet.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=GaDR1WNMqJE&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=6"", ""Centres"": """
12,43,43,Programes,si,Programa SI. Salut Integral,El Programa _SI! Salut Integral_ consisteix en promoure la salut cardiovascular amb l’objectiu d’ensenyar a mantenir hàbits de vida adequats i durant tota la vida. Confirma científicament la importància d’educar en els hàbits saludables i desenvolupa metod,"CME,EFI, EVA,SOC,PSO","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO,EE",- Conèixer la realitat de la malaltia cardiovascular.&#10;- Implicar la família i l’escola en la promoció d’hàbits saludables.&#10;- Adquirir hàbits saludables en relació als quatre components del programa.&#10;- Aplicar la metodologia del programa per des,Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;- Implementar el projecte.&#10;- Compromís del centre amb l’aprovació del claustre i consell escolar.&#10;- No haver ce,La participació del centre en el programa suposa l’acceptació dels compromisos següents:&#10;- Implicació de l’equip docent en la participació del programa SI!&#10;- Participar en les activitats formatives.&#10;- Planificar el projecte en les fases i el te,Trianual,12_ProgramaSi!.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/12_programasi!.pdf,https://www.youtube.com/watch?v=lw9nCF4M8s8&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=8,http://www.programasi.org/ca/,salut_integral.png,,,programasi@xtec.cat,,S,,1Sus65Nbfr23cNpSCGOrAxfm8KKYE4-KT3G8x-BWA2zU,"{""id"": ""43"", ""Bloc"": ""Programes"", ""Fitxa"": ""12_ProgramaSi!.pdf"", ""Enllac"": ""http://www.programasi.org/ca/"", ""Simbol"": ""salut_integral.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=lw9nCF4M8s8&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=8"""
13,44,44,Programes,tandem,Programa Tàndem,"El programa _Escoles Tàndem_ consisteix a posar a col·laborar plegats un centre educatiu i una institució de referència durant tres cursos, amb l’objectiu de singularitzar el centre educatiu en el marc d’un procés d’innovació. Aquesta iniciativa comporta q","ART,CIE,DIG,LIN,MAT,SOC,PSO,EVA,CME,CVA,EFI","A1-MET,A3-COM","EINF2C,EPRI,ESO",- Singularitzar el centre educatiu amb un projecte pedagògic innovador.&#10;- Prestigiar el centre educatiu.&#10;- Millorar els resultats educatius (a més llarg termini).&#10;- Augmentar la motivació tant del professorat com de l’alumnat.,"Per formar part del programa, els centres educatius han de ser seleccionats pel Departament d’Educació (s’engeguen dos programes Tàndem per curs) i complir els requisits següents:&#10;- Implementar un projecte.&#10;- Impulsar el treball en equip i en xarxa",La participació del centre en el programa suposa l’acceptació dels compromisos següents:&#10;- Implicar l’equip docent en la participació en el programa Tàndem durant 3 anys.&#10;- Participar en les activitats formatives&#10;- Planificar el desenvolupament,Trianual,16_Tàndem.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/16_tàndem.pdf,https://www.youtube.com/watch?v=ZzaPaaBum8E&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=10,http://www.escolestandem.com,generic.png,,,"coneixement@fcatalunyalapedrera.com, innovacio@xtec.cat",,S,,18-Bk0UKMKd6_1umymx7TsIFce9STVDVp4Xw2zkeS_sE,"{""id"": ""44"", ""Bloc"": ""Programes"", ""Fitxa"": ""16_Tàndem.pdf"", ""Enllac"": ""http://www.escolestandem.com"", ""Simbol"": ""generic.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=ZzaPaaBum8E&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=10"", ""Centres"":"
14,53,53,Programes,xcb,Xarxa de competències bàsiques,El programa _Xarxa de competències bàsiques_ és un model de formació permanent entre iguals i en xarxa per als docents que agrupa diverses subxarxes territorials i que promou el desenvolupament docent i la transformació dels centres per millorar els aprene,"CIE,DIG,LIN,MAT,SOC,PSO,EVA,CME,CVA,CIE,DIG,LIN,MAT,SOC,PSO,EVA,CME,CVA,EFI",A1-MET,"EINF2C,EPRI,ESO,BATX, EE,ADULTS","- Oferir formació, orientacions i assessorament al professorat, segons la temàtica del pla de treball.&#10;- Facilitar un model d’estructura organitzativa que garanteixi el debat pedagògic a cada centre, per mitjà de l’equip impulsor.&#10;- Apoderar els co",Per formar part del programa Xarxa de competències bàsiques els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;- Manifestar una voluntat de transformació del centre compartida i liderada per l’equip ,"La participació del centre en el programa Xarxa de competències bàsiques suposa l’acceptació dels compromisos següents:&#10;- Incorporar dins la programació general anual de centre el pla de treball anual de la Xarxa CB, amb indicadors d’assoliment que han",Trianual,22_XCB.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/22_xcb.pdf,https://www.youtube.com/watch?v=sEy4HAzjr4Y&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=12,https://projectes.xtec.cat/xarxacb/,xarxa_competencies.png,,,xarxacb@xtec.cat,,S,,1dz7NDPOinoLT3lsXGeILCBqMMx7oA-JZdFLoU51Kri0,"{""id"": ""53"", ""Bloc"": ""Programes"", ""Fitxa"": ""22_XCB.pdf"", ""Enllac"": ""https://projectes.xtec.cat/xarxacb/"", ""Simbol"": ""xarxa_competencies.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=sEy4HAzjr4Y&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index="
15,55,55,Programes,avancem,Avancem: aprenentatge integrat de les llengües,El programa _Avancem_ promou un ensenyament i aprenentatge de les llengües competencial i de caràcter integrador. La durada del programa per als centres que hi participen és de tres cursos escolars. ,LIN,"A1-MET,A2-ORG","BATX,EPRI,ESO","- Millorar la competència comunicativa de l’alumnat a través d’un ensenyament integrat de les llengües i com a estratègia bàsica per a la implementació d’una educació plurilingüe.
- Potenciar la curiositat lingüística i cultural de l’alumnat i fomentar ac","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Disposar d’un projecte educatiu de centre amb objectius adreçats a promoure una educació plurilingüe i intercultural, qu","La participació del centre en el programa suposa l’acceptació dels compromisos següents:
- Constituir un grup impulsor en el centre, del qual formaran part el director/a o un membre de l’equip directiu en qui delegui, el coordinador/a lingüístic/a i un/a ",Trianual,03_Avancem.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/03_avancem.pdf,https://www.youtube.com/watch?v=zStOdtFCX4E&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=3,https://projectes.xtec.cat/avancem/el-projecte/,avancem.png,,,"sllengua@xtec.cat,mblanch3@xtec.cat,nverges1@xtec.cat",S,S,,1K371xgiXyDoc7Ec4dZ0OtRQm52l2AfmCahOQuMyv9iQ,"{""id"": ""55"", ""Bloc"": ""Programes"", ""Fitxa"": ""03_Avancem.pdf"", ""Enllac"": ""https://projectes.xtec.cat/avancem/el-projecte/"", ""Simbol"": ""avancem.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=zStOdtFCX4E&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&i"
16,56,56,Programes,talentcreatiu,Talent creatiu i empresa,"El programa _Talent creatiu i empresa_ consisteix en el foment i la realització de projectes que desenvolupin estratègies de relació en el camp de la innovació i l&apos;intercanvi de coneixement entre els centres docents d’arts plàstiques i disseny, les em",ART,"A1-MET,A3-COM","RESP,CFAM,CFAS","Els objectius específics del programa són:&#10;- Definir i desenvolupar estratègies de relació en el camp de la innovació i intercanvi de coneixement entre els centres docents i les empreses, institucions i entitats.&#10;- Establir xarxes de centres educat",Poden formar part del programa els centres educatius de Catalunya sostinguts amb fons públics i els centres de titularitat privada que reuneixin com a mínim els requisits següents:&#10;- Tenir implantats o autoritzats els ensenyaments professionals d’arts ,La participació del centre en el programa suposa l’acceptació dels compromisos següents:&#10;- Implicació de l’equip docent en la participació en el programa durant la seva vigència.&#10;- Designar una persona coordinadora del projecte en el centre i les p,Anual,14_Talent creatiu.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/14_talent creatiu.pdf,,https://xtec.gencat.cat/ca/curriculum/professionals/artistics/artsplastdis/innovacio/talent-creatiu-i-empresa,talent_creatiu.png,,,artsidisseny.ensenyament@gencat.cat,,S,S,1m0hCD6tolApYmkYGiLpY88D8qSsxyy_-DZYmQd_LXC8,"{""id"": ""56"", ""Bloc"": ""Programes"", ""Fitxa"": ""14_Talent creatiu.pdf"", ""Enllac"": ""https://xtec.gencat.cat/ca/curriculum/professionals/artistics/artsplastdis/innovacio/talent-creatiu-i-empresa"", ""Simbol"": ""talent_creatiu.png"", ""Unitat"": """", ""Vídeo"": """", ""Centr"
17,57,57,Programes,tecnologiesdigitals,Programa d'innovació de Tecnologies Digitals per a l'Aprenentatge&quot;,El programa _Tecnologies Digitals per a l’Aprenentatge_ consisteix en la promoció de l’equitat i la qualitat del sistema educatiu reflectida en la millora de les capacitats i competències de l’alumnat participant per mitjà diferents àmbits de participació:,"CIE,DIG","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO,BATX,CFPM,CFPS,CFAS,ADULTS,EE,IDI",- Promoure la innovació educativa basada en l’ús efectiu de les tecnologies digitals per contribuir a enriquir i potenciar el conjunt dels aprenentatges curriculars.&#10;- Facilitar el desplegament de les competències digitals.&#10;- Fomentar la inclusió e,"Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;&#10;**De caràcter general:**&#10;- Impartir un d’aquests ensenyaments: educació infantil, educació primària, educació ",De caràcter general per a tots els àmbits de participació:&#10;- Implementar alguna de les línies de treball del programa Tecnologies Digitals per a l’Aprenentatge adaptant-les a les característiques del centre i publicar els continguts produïts pels alumn,Trianual,05_Tecnologies Digitals.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/05_tecnologies digitals.pdf,https://www.youtube.com/watch?v=Eu-TqNLn3tE&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=11,https://projectes.xtec.cat/xarxadults/iniciatives-pedagogiques/programes/tecnologies-digitals-per-a-laprenentatge/,tda.png,,,innovaciotac@xtec.cat,,S,,1ddmqcZOgHMPEnHrXhHcEvvIfxYS_fm4dXx26lVPnQPw,"{""id"": ""57"", ""Bloc"": ""Programes"", ""Fitxa"": ""05_Tecnologies Digitals.pdf"", ""Enllac"": ""https://projectes.xtec.cat/xarxadults/iniciatives-pedagogiques/programes/tecnologies-digitals-per-a-laprenentatge/"", ""Simbol"": ""tda.png"", ""Unitat"": """", ""Vídeo"": ""https://w"
18,59,59,Programes,apadrinem,Apadrinem el nostre patrimoni,"Aquest programa es basa en la idea de l’apadrinament d’un element patrimonial per part del centre educatiu, la qual cosa comporta donar-li valor i aprofundir en el seu coneixement des del punt de vista cultural i, alhora, fer que aquest coneixement sigui s","LIN,CME,SOC,PSO,EVA,CVA,DIG","A1-MET,A3-COM","EINF2C,EPRI,ESO,BATX,CFPM,CFPS,ADULTS, EE","- Afavorir la implicació de l’alumnat a partir d’una proposta didàctica dissenyada amb els criteris de significació, comunicació, acció i projecció del currículum competencial orientador.&#10;- Promoure el coneixement del patrimoni més proper al centre edu",Per formar part del programa Apadrinem els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;- Dissenyar i planificar el projecte.&#10;- Impulsar el treball en equip i en xarxa.&#10;- Procurar les garan,"La participació del centre en el programa Apadrinem suposa l’acceptació dels compromisos següents:&#10;- Designar un grup impulsor del projecte, tenint present la previsió de continuïtat al llarg del projecte.&#10;- Implicar els diferents equips del centre",Trianual,15_Apadrinem.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/15_apadrinem.pdf,https://www.youtube.com/watch?v=gJeeuhZPs3M&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY,https://xtec.gencat.cat/ca/projectes/apadrinemnostrepatrimoni,apadrinem.png,,,exiteducatiu.educacio@gencat.cat,,S,,1uk3rS1WUA8yPtaRL0kG1Y0p_E-93J5H0KbNaQ_MZMJs,"{""id"": ""59"", ""Bloc"": ""Programes"", ""Fitxa"": ""15_Apadrinem.pdf"", ""Enllac"": ""https://xtec.gencat.cat/ca/projectes/apadrinemnostrepatrimoni"", ""Simbol"": ""apadrinem.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=gJeeuhZPs3M&list=PLHQ2RmbOIhEqjjKbh"
19,60,60,Programes,orientacio,Orientació educativa per a l’aprenentatge competencial orientador,"L’objecte del programa _Orientació educativa per a l’aprenentatge competencial i orientador_ és acompanyar els centres educatius en el canvi planificat: el coneixement, la implementació i la consolidació de pràctiques educatives competencials i orientadore",PSO,"A1-MET,A2-ORG,A3-COM","ESO,BATX,CFPS",La finalitat del Programa d&apos;innovació d&apos;Orientació educativa és la reflexió i l&apos;acció pedagògica dels docents per promoure l&apos;orientació educativa centrada en l&apos;aprenent.&#10;&#10;Els objectius del programa són:&#10;- Donar valor a ,"Per formar part del programa, els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;- Entregar la declaració de l&apos;aprovació per participar en el Programa per part del claustre i del consell escolar","La participació del centre en el programa suposa l’acceptació dels compromisos següents:&#10;- Implicació de l’equip docent en la participació en el programa Orientació durant 3 anys.&#10;- Participar en les activitats formatives, de coordinació i de xarxa",Anual,17_Programa orientació.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/17_programa orientació.pdf,https://www.youtube.com/watch?v=Z2dOm8AnJo0&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=7,https://xtec.gencat.cat/ca/curriculum/orientacioeducativa/model-competencial-orientador,scap.png,,,exiteducatiu.educacio@gencat.cat,,S,S,17CUJ6oTasDG_Hf3O9b69bPk9rkDqGN4qHcZxsXcMtpY,"{""id"": ""60"", ""Bloc"": ""Programes"", ""Fitxa"": ""17_Programa orientació.pdf"", ""Enllac"": ""https://xtec.gencat.cat/ca/curriculum/orientacioeducativa/model-competencial-orientador"", ""Simbol"": ""scap.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=Z2dO"
20,61,61,Programes,steamcat,STEAMcat,"El programa d’innovació pedagògica _STEAMcat_ consisteix en l’acompanyament dels centres mitjançant l’assessorament, la creació de la Comunitat STEAMcat, les formacions i els recursos. Aprofitant el lideratge distribuït del centre, les metodologies, perspe","MAT,CME,CIE,ART,DIG","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO,EE","- Augmentar les vocacions cientificotecnològiques i matemàtiques, especialment en dones i contextos socials desafavorits.&#10;- Reforçar el procés d’orientació de l’alumnat envers els estudis i professions de l’àmbit STEM en termes d’equitat i en totes les","Per formar part del programa, els centres educatius han de complir els requisits següents:&#10;- Presentar un avantprojecte STEAMcat de centre.&#10;- Entregar el compromís de centre, que ha d’estar aprovat pel claustre i pel consell escolar.&#10;- Presenta","La participació del centre en el programa STEAMcat suposa l’acceptació dels compromisos següents:&#10;- Portar a terme un projecte de centre STEAM durant 3 anys.&#10;- Designar un nucli impulsor. A l’educació infantil i primària, ha d’estar format per una ",Trianual,18_STEAMcat.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/18_steamcat.pdf,https://www.youtube.com/watch?v=2MvJqnL2U7I&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=9,https://projectes.xtec.cat/steamcat/,steam_cat.png,,,programasteam@xtec.cat,,S,,1HOURY16pQqtWh5RfHf3pke43XkuZCgk8WshZ6ID5cuk,"{""id"": ""61"", ""Bloc"": ""Programes"", ""Fitxa"": ""18_STEAMcat.pdf"", ""Enllac"": ""https://projectes.xtec.cat/steamcat/"", ""Simbol"": ""steam_cat.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=2MvJqnL2U7I&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=9"","
21,62,62,Programes,aquiproubullying,#aquiproubullying,"El Programa _#aquíproubullying_ té com a objectiu oferir eines i recursos als centres educatius i a la comunitat educativa per actuar davant les situacions de risc d&apos;assetjament escolar, evitant o aturant possibles casos alhora que contribuint al dese","SOC,PSO,EVA,CVA","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO","- Sensibilitzar la comunitat escolar de la importància de prevenir i erradicar l’assetjament entre iguals.&#10;- Formar la comunitat escolar per tal de prevenir, detectar i intervenir davant possibles situacions d’assetjament entre iguals.&#10;- Apoderar i","Poden formar part del programa #aquiproubullying els centres educatius que reuneixin els requisits següents, d’acord amb la Resolució EDU/2608/2019​.&#10;- Impartir ensenyaments obligatoris:&#10;- Acceptar els compromisos dels centres participants del punt","- Constituir un equip de referència, format com a mínim per un membre de l’equip directiu, dos docents, un professional no docent del centre, un membre de l’AMPA i, en el cas de secundària, tres alumnes del centre de 3r o 4t d’ESO (que han de tenir l’autor",Trianual,01_#aquíproubullying.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/01_#aquíproubullying.pdf,https://www.youtube.com/watch?v=dOP7NraKp-Q&list=PLHQ2RmbOIhEqjjKbhH-LTt_QgyUdD6IYY&index=2,http://xtec.gencat.cat/ca/centres/projeducatiu/convivencia/aquiproubullying/,bullying.png,,,eif.ensenyament@gencat.cat,,S,,1Gi9XMOZHrWO5vsBTgHJyxMJMr_2P-Kge3kUPproCn0M,"{""id"": ""62"", ""Bloc"": ""Programes"", ""Fitxa"": ""01_#aquíproubullying.pdf"", ""Enllac"": ""http://xtec.gencat.cat/ca/centres/projeducatiu/convivencia/aquiproubullying/"", ""Simbol"": ""bullying.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=dOP7NraKp-Q&"
22,63,63,Programes,activafp,Programa Activa FP,"El programa _ActivaFP_ consisteix en la promoció de metodologies competencials basades en l'aprenentatge col·laboratiu, a més, proposa reptes i projectes relacionats amb situacions o entorns laborals. Integra activitats específiques de formació del profess",,"A1-MET,A2-ORG,A3-COM","CFPM,CFPS","**1. En relació amb l’alumnat:**
 - Promoure la formació i la qualificació de l’alumnat mitjançant l’aplicació de metodologies d’aprenentatge competencial basades en el treball per reptes i projectes vinculats a situacions iguals o properes a l’entorn de ","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Impartir ensenyaments de formació professional, d’arts plàstiques i disseny o esportius de règim especial. 
- Tenir imp","La participació del centre en el programa suposa l’acceptació dels compromisos següents: 
- Incorporar en el Projecte educatiu del centre els objectius i les estratègies metodològics derivats del programa ActivaFP, i garantir-ne el desplegament en els ens",Anual,02_ActivaFP.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/02_activafp.pdf,,https://projectes.xtec.cat/impulsfp/categoria/impulsfp/activafp/experiencies_activafp/,activafp.png,Innovació,Pedro Caro,pedrocaro@gencat.cat ,,S,S,1pfpbaeTjWuzTw4vBVKeM59uSYpCEc4H7RXvrVbw9rWw,"{""id"": ""63"", ""Bloc"": ""Programes"", ""Fitxa"": ""02_ActivaFP.pdf"", ""Enllac"": ""https://projectes.xtec.cat/impulsfp/categoria/impulsfp/activafp/experiencies_activafp/"", ""Simbol"": ""activafp.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""63"", ""Periode"": ""Anual"", ""Con"
23,64,64,Programes,mobils.edu,Mòbils.edu,"El Programa _Mòbils.edu_ és un pla digital que té com a finalitat l’impuls de la tecnologia digital en els centres i, especialment, els dispositius mòbils, com a eina educativa estratègica per al desenvolupament curricular, el treball competencial, l’educa","ART,CIE,DIG,LIN,MAT,SOC,PSO,EVA,CME,CVA,EFI","A1-MET,A2-ORG,A3-COM","EPRI,ESO,EE",- Acompanyar els centres i la comunitat educativa en el procés de transformació educativa.&#10;- Millorar la competència digital dels alumnes afavorint l’aprenentatge de les altres competències.&#10;- Posar en valor el paper inclusiu de la tecnologia per a,"Els destinataris del Programa mòbils.edu són els centres educatius que imparteixen ensenyaments d&apos;educació infantil, primària i secundària obligatòria del Servei d&apos;Educació de Catalunya que compleixin els requisits següents:&#10;- Impartir un d&a",La participació del centre en el programa mòbils.edu implica l&apos;acceptació dels compromisos següents:&#10;- Implementació del projecte vinculat al programa d&apos;innovació pedagògica mòbils.edu en el centre&#10;- Designació d&apos;un grup impulsor del,Trianual,BAIXA,https://clic.xtec.cat/pub/innovacio/fitxes/baixa,https://www.youtube.com/watch?v=2vTamla7i60,https://agora.xtec.cat/mobilsedu/,generic.png,,,mobilsedu@xtec.cat,,S,,1RNaJciT6SeAAeC_EOzUaX-bS_A5O-VF6-UMqpeRUcuU,"{""id"": ""64"", ""Bloc"": ""Programes"", ""Fitxa"": ""BAIXA"", ""Enllac"": ""https://agora.xtec.cat/mobilsedu/"", ""Simbol"": ""generic.png"", ""Unitat"": """", ""Vídeo"": ""https://www.youtube.com/watch?v=2vTamla7i60"", ""Centres"": ""64"", ""Periode"": ""Trianual"", ""Contacte"": ""mobilsedu"
24,65,65,Programes,AraArt,araArt,"El Departament d’Educació crea el Programa d'innovació pedagògica “araArt” amb la finalitat de fomentar i posar en valor projectes artístics que es porten a terme en el si d'un centre d'educació infantil, primària o secundària, en col·laboració amb una esc","ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A3-COM","BATX,EE,EINF2C,EPRI,ESO","- Potenciar les arts per millorar les capacitats i les competències bàsiques de l'alumnat d'educació infantil, primària i secundària, i contribuir a estructurar el seu pensament.
- Generar situacions d'aprenentatge vinculades a les arts que afavoreixin l'","Per formar part del Programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Presentar la sol·licitud dins del termini previst. Model disponible al portal de centre.
- Presentar el projecte dissen","La participació del centre en el Programa suposa l'acceptació dels compromisos següents:
- La designació d'un grup impulsor del projecte. El grup impulsor, s'ha de designar tenint present la previsió de continuïtat al llarg del projecte.
- La implicació ",Trianual,araArt.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/araart.pdf,,https://xtec.gencat.cat/ca/innovacio/programes_innovacio/formacio-professional-i-regim-especial/araart/,araart.png,Innovació,Elisenda Poch,epoch2@xtec.cat,,S,,13eJ1Khy32nTZbDj_BZI8FzwxAAcFwGGHZPQoPaKOTUo,"{""id"": ""65"", ""Bloc"": ""Programes"", ""Fitxa"": ""araArt.pdf"", ""Enllac"": ""https://xtec.gencat.cat/ca/innovacio/programes_innovacio/formacio-professional-i-regim-especial/araart/"", ""Simbol"": ""araart.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""65"", ""Periode"": ""Tr"
25,66,66,Programes,Art de Parlar,L'art de parlar,El programa _L’art de parlar_ consisteix en reforçar la competència oral dels alumnes dels ensenyaments de llengua a l’educació d’adults en el marc de la competència global implementant les estratègies de pensament visual aplicades a les obres d’art amb un,"ART, LIN, SOC, PSO, EVA, CME, CVA","A1-MET,A2-ORG,A3-COM",ADULTS,- Millorar la competència comunicativa de l’alumnat a través d’un ensenyament de les llengües basat en les estratègies de pensament visual a través de les obres d’art.&#10;- Ajudar els participants a aplicar amb èxit la competència global en la vida quotid,"Per formar part del Programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;- Presentar l’avantprojecte dissenyat i planificat, d’acord amb el criteris que s’estableixen a l’ annex 3.&#10;- Impul","La participació del centre en el Programa suposa l&apos;acceptació dels compromisos següents:&#10;- Implementació del projecte vinculat al programa L’art de parlar en el centre.&#10;- La designació d’un grup impulsor del projecte. El grup impulsor, s’ha de",Trianual,BAIXA,https://clic.xtec.cat/pub/innovacio/fitxes/baixa,,https://projectes.xtec.cat/xarxadults/programes/lart-de-parlar/,artparlar.png,,,,,S,,1hrrVzNQ1JCvdqhJKE9sDEXRT9xRFbjUMYrDIqGzFI-s,"{""id"": ""66"", ""Bloc"": ""Programes"", ""Fitxa"": ""BAIXA"", ""Enllac"": ""https://projectes.xtec.cat/xarxadults/programes/lart-de-parlar/"", ""Simbol"": ""artparlar.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""66"", ""Periode"": ""Trianual"", ""Contacte"": """", ""Nom_curt"": ""Art "
