id,tipus,nom,municipi,adreca,cp,comarca,lat,lng,estudis,sstt,se,web,logo,tel,mail,twitter,public
08000943,IE,Garbí Pere Vergés,Badalona,"av. de les Palmeres, 5",08916,Barcelonès,"41,475241","2,252825",EINF2C|EPRI|ESO|BATX,BCO,08870209,http://www.escolesgarbi.cat/badalona/,08000943.png,933954311,a8000943@xtec.cat,@GarbiPereVerges,FALSE
08000967,IE,Betúlia,Badalona,"c. Conquesta, 57-65",08912,Barcelonès,"41,445032","2,243939",EINF2C|EPRI|ESO,BCO,08870209,http://escolabetulia.cat,08000967.png,933996807,a8000967@xtec.cat,@escolabetulia,FALSE
08000979,ESC,López Torrejón,Badalona,"c. Roger de Flor, 115-117",08912,Barcelonès,"41,443889","2,240801",EINF2C|EPRI,BCO,08870209,http://www.escolalopeztorrejon.cat/,08000979.png,934606253,a8000979@xtec.cat,,FALSE
08000980,IE,Ramiro de Maeztu,Badalona,"c. Ramiro de Maeztu, s/n",08913,Barcelonès,"41,438765","2,216174",EINF2C|EPRI|ESO,BCO,08870209,http://www.collegiramirodemaeztu.org,08000980.png,933880238,a8000980@xtec.cat,,FALSE
08001030,ESC,Cultural Fluvià,Badalona,"c. Fluvià, 64",08911,Barcelonès,"41,453827","2,247675",EINF2C|EPRI,BCO,08870209,http://www.xtec.cat/centres/a8001030,,934640731,a8001030@xtec.cat,,FALSE
08001066,IE,Maria Ward,Badalona,"c. Sant Frederic, s/n",08913,Barcelonès,"41,441123","2,216532",EINF2C|EPRI|ESO,BCO,08870209,http://www.mariaward.cat,08001066.png,933872898,a8001066@xtec.cat,@EscolaMariaWard,FALSE
08001108,IE,Mare de Déu de l'Assumpció,Badalona,"c. Sant Joan Evangelista, 22",08918,Barcelonès,"41,438294","2,228268",EINF2C|EPRI|ESO|BATX,BCO,08870209,http://www.assumpciobadalona.com,08001108.png,933871554,a8001108@xtec.cat,,FALSE
08001133,IE,Arrels-Blanquerna,Badalona,"av. Roma, 29-31",08915,Barcelonès,"41,46155","2,248098",EINF1C|EINF2C|EPRI|ESO,BCO,08870209,http://www.escolesarrels.com/,08001133.png,933951657,a8001133@xtec.cat,@EscolesArrels,FALSE
08001145,IE,Lestonnac,Badalona,"c. Santa Joana de Lestonnac, s/n",08918,Barcelonès,"41,434002","2,222502",EINF2C|EPRI|ESO,BCO,08870209,http://lestonnacbadalona.org,08001145.png,933871295,a8001145@xtec.cat,,FALSE
08001157,IE,Minguella,Badalona,"c. Sta.Madrona,75 i Sta.Maria,30 i 34-36",08911,Barcelonès,"41,450831","2,254424",EINF2C|EPRI|ESO,BCO,08870209,http://escolesminguella.org/,08001157.png,933892287,a8001157@xtec.cat,,FALSE
08001170,IE,Santíssima Trinitat,Badalona,"c. Santiago, 57",08918,Barcelonès,"41,432623","2,220404",EINF2C|EPRI|ESO,BCO,08870209,https://badalona.centrosfest.net/,08001170.png,933874854,a8001170@xtec.cat,,FALSE
08001297,IE,Laietània,Badalona,"c. Saragossa, 18 i 19",08912,Barcelonès,"41,445726","2,238813",EINF1C|EINF2C|EPRI|ESO|BATX,BCO,08870209,http://laietania.net/,08001297.png,933881447,a8001297@xtec.cat,,FALSE
08001391,ESC,Escola Planas i Casals,Badalona,"c. Muntaner, 2-18",08917,Barcelonès,"41,458928","2,237766",EINF2C|EPRI,BCO,08870209,https://agora.xtec.cat/ceipplanasicasals,08001391.png,933951406,a8001391@xtec.cat,,TRUE
08001421,INS,Institut La Pineda,Badalona,"c. de la Batlloria, s/n",08917,Barcelonès,"41,452321","2,239368",ESO|BATX|AA01|CFPM|AA03|CFPS,BCO,08870209,http://www.inslapineda.com,08001421.png,933990511,a8001421@xtec.cat,,TRUE
08001431,INS,Institut Isaac Albéniz,Badalona,"parc Serentill, s/n",08915,Barcelonès,"41,456922","2,245653",ESO|BATX|AA01,BCO,08870209,https://agora.xtec.cat/ies-isaac-albeniz,08001431.png,933830511,a8001431@xtec.cat,,TRUE
08001443,INS,Institut Eugeni d'Ors,Badalona,"av. Maresme, 192-212",08918,Barcelonès,"41,435445","2,223727",ESO|BATX|AA01|CFPM|CFPS|ESCS,BCO,08870209,https://inseugenidorsbadalona.com,08001443.png,933875866,a8001443@xtec.cat,,TRUE
08001480,INS,EA Pau Gargallo,Badalona,"parc Serentill, s/n",08915,Barcelonès,"41,456387","2,244743",BATX|CFAM|CFAS|ESDI,BCO,08870209,http://www.paugargallo.cat/,08001480.png,933997652,a8001480@xtec.cat,@EASDPauGargallo,TRUE
08001509,ESC,Escola Antoni Botey,Badalona,"av. Doctor Bassols, 77 A",08913,Barcelonès,"41,440432","2,221021",EINF2C|EPRI,BCO,08870209,http://www.xtec.cat/ceipantonibotey/,08001509.png,933872589,a8001509@xtec.cat,,TRUE
08001522,ESC,Escola Galceran de Pinós,Bagà,"av. Reina Elisenda, 2",08695,Berguedà,"42,253777","1,86275",EINF2C|EPRI,CCE,08870213,https://agora.xtec.cat/ceip-galceran-de-pinos/,08001522.png,938244116,a8001522@xtec.cat,,TRUE
08001595,ESC,Escola Baixeras,Barcelona,"c. Salvador Aulet, 1",08002,Barcelonès,"41,382838","2,179781",EINF2C|EPRI,CEB,08870106,http://www.escolabaixeras.cat,08001595.png,933105295,a8001595@xtec.cat,,TRUE
08001601,ESC,Escola Parc de la Ciutadella,Barcelona,"pg. de Circumval.lació, 5",08003,Barcelonès,"41,384849","2,187829",EINF2C|EPRI,CEB,08870106,https://www.escolaparcdelaciutadella.cat/,08001601.png,933195847,a8001601@xtec.cat,,TRUE
08001649,ESC,Escola Mossèn Jacint Verdaguer,Barcelona,"c. Lleida, 32",08004,Barcelonès,"41,373362","2,154765",EINF2C|EPRI,CEB,08870103,https://agora.xtec.cat/ceip-mcinto-verdaguer,08001649.png,934240201,a8001649@xtec.cat,,TRUE
08001650,ESC,Escola El Polvorí,Barcelona,"camí del Polvorí, 8-10",08038,Barcelonès,"41,363248","2,143079",EINF2C|EPRI,CEB,08870103,http://www.escolaelpolvori.cat,08001650.png,933327496,a8001650@xtec.cat,@EscolaElPolvori,TRUE
08001674,ESC,Escola Can Clos,Barcelona,"c. Pedrera del Mussol, 10-14",08038,Barcelonès,"41,360752","2,14755",EINF2C|EPRI,CEB,08870103,http://www.canclos.cat,08001674.png,933326145,a8001674@xtec.cat,,TRUE
08001716,ESC,Escola Dolors Monserdà-Santapau,Barcelona,"av. Vallvidrera, 9",08017,Barcelonès,"41,405022","2,115787",EINF2C|EPRI,CEB,08870108,https://agora.xtec.cat/esc-dms,08001716.png,932031278,a8001716@xtec.cat,,TRUE
08001731,ESC,Escola Poeta Foix,Barcelona,"c. Balmes, 298",08006,Barcelonès,"41,402273","2,145862",EINF2C|EPRI,CEB,08870108,https://agora.xtec.cat/ceippoetafoix/,08001731.png,932018152,a8001731@xtec.cat,,TRUE
08001777,ESC,Escola Ramon Llull,Barcelona,"av. Diagonal, 275",08013,Barcelonès,"41,40086","2,177784",EINF2C|EPRI,CEB,08870107,http://www.escolaramonllullbcn.cat,08001777.png,932313457,a8001777@xtec.cat,@escola_llull,TRUE
08001789,ESC,Escola Cervantes,Barcelona,"c. Sant Pere Més Baix, 31",08003,Barcelonès,"41,387201","2,177385",EINF2C|EPRI,CEB,08870106,http://xtec.cat/escolacervantes,08001789.png,932682050,a8001789@xtec.cat,,TRUE
08001790,ESC,Escola Pere Vila,Barcelona,"pg. Lluís Companys, 18",08018,Barcelonès,"41,391275","2,181296",EINF2C|EPRI,CEB,08870106,http://xtec.cat/escolaperevila/,08001790.png,933099417,a8001790@xtec.cat,,TRUE
08001807,ESC,Escola de la Concepció,Barcelona,"c. Bruc, 102",08009,Barcelonès,"41,395576","2,168327",EINF2C|EPRI,CEB,08870107,http://www.escoladelaconcepcio.cat,08001807.png,934576081,a8001807@xtec.cat,,TRUE
08001819,ESC,Escola Collaso i Gil,Barcelona,"c. Sant Pau, 101",08001,Barcelonès,"41,376198","2,168983",EINF2C|EPRI,CEB,08870106,https://agora.xtec.cat/ceip-collaso/,08001819.png,934410098,a8001819@xtec.cat,,TRUE
08001820,ESC,Escola Milà i Fontanals,Barcelona,"c. Àngels, s/n",08001,Barcelonès,"41,381698","2,168588",EINF2C|EPRI,CEB,08870106,https://agora.xtec.cat/escmilaifontanals/,08001820.png,934427038,a8001820@xtec.cat,,TRUE
08001832,ESC,Escola Castella,Barcelona,"pl. Castella, 8",08001,Barcelonès,"41,384944","2,164591",EINF2C|EPRI,CEB,08870106,http://www.escolacastella.cat,,933020835,a8001832@xtec.cat,@EscolaCastella,TRUE
08001856,ESC,Escola Drassanes,Barcelona,"c. Nou de Sant Francesc, 9-13",08001,Barcelonès,"41,379091","2,177249",EINF2C|EPRI,CEB,08870106,http://escoladrassanes.cat,08001856.png,933189733,a8001856@xtec.cat,@escolaDrassanes,TRUE
08001868,ESC,Escola Rubén Darío,Barcelona,"rda. Sant Pau, 38",08001,Barcelonès,"41,376907","2,165736",EINF2C|EPRI,CEB,08870106,https://agora.xtec.cat/escolarubendario,08001868.png,934429203,a8001868@xtec.cat,,TRUE
08001911,ESC,Escola Els Llorers,Barcelona,"av. de Roma, 98-100",08015,Barcelonès,"41,384103","2,152252",EINF2C|EPRI,CEB,08870107,http://Escolaelsllorers.cat,08001911.png,934544865,a8001911@xtec.cat,,TRUE
08001923,ESC,Escola Diputació,Barcelona,"c. Diputació, 112-116",08015,Barcelonès,"41,381703","2,155691",EINF2C|EPRI,CEB,08870107,https://agora.xtec.cat/ceip-diputacio/,08001923.png,934546868,a8001923@xtec.cat,,TRUE
08001947,ESC,Escola Mallorca,Barcelona,"c. Londres, 64",08036,Barcelonès,"41,391374","2,148295",EINF2C|EPRI,CEB,08870107,https://agora.xtec.cat/ceip-mallorca/,08001947.png,934442682,a8001947@xtec.cat,,TRUE
08002009,ESC,Escola Francesc Macià,Barcelona,"pl. Espanya, 2-3",08014,Barcelonès,"41,374625","2,14792",EINF2C|EPRI,CEB,08870103,http://escolafrancescmacia.wixsite.com/escolafrancescmacia,08002009.png,934235085,a8002009@xtec.cat,,TRUE
08002010,ESC,Escola Lluís Vives,Barcelona,"c. Canalejas, 107",08028,Barcelonès,"41,371826","2,128044",EINF2C|EPRI,CEB,08870103,https://agora.xtec.cat/ceiplluisvives,08002010.png,934222440,a8002010@xtec.cat,,TRUE
08002022,ESC,Escola Cal Maiol,Barcelona,"c. Sagunt, 92-94",08014,Barcelonès,"41,372784","2,135812",EINF2C|EPRI,CEB,08870103,http://calmaiol.cat,08002022.png,933318893,a8002022@xtec.cat,,TRUE
08002058,ESC,Escola Pràctiques,Barcelona,"c. Guitard, 8",08014,Barcelonès,"41,381253","2,138781",EINF2C|EPRI,CEB,08870103,https://agora.xtec.cat/escolapractiquesbcn/,08002058.png,934907023,a8002058@xtec.cat,,TRUE
08002061,ESC,Escola Jaume I,Barcelona,"c. Melcior de Palau, 134-136",08014,Barcelonès,"41,380999","2,138118",EINF2C|EPRI,CEB,08870103,http://www.escolajaume1r.cat,08002061.png,934904103,a8002061@xtec.cat,@escolajaume1r,TRUE
08002071,ESC,Escola Gayarre,Barcelona,"c. Gayarre, 54-56",08014,Barcelonès,"41,373119","2,140406",EINF2C|EPRI,CEB,08870103,http://www.escolagayarre.cat,08002071.png,934211350,a8002071@xtec.cat,,TRUE
08002113,ESC,Escola Rius i Taulet,Barcelona,"pl. de Ferran Lesseps, 19",08023,Barcelonès,"41,407865","2,150266",EINF2C|EPRI,CEB,08870105,http://www.escolariusitaulet.com,08002113.png,932176196,a8002113@xtec.cat,,TRUE
08002174,ESC,Escola Baldiri Reixac,Barcelona,"c. Olot, s/n (Parc Güell)",08024,Barcelonès,"41,413475","2,153076",EINF2C|EPRI,CEB,08870105,http://baldirireixac.org/,08002174.png,932130484,a8002174@xtec.cat,,TRUE
08002186,ESC,Escola Mare de Déu de Montserrat,Barcelona,"c. Natzaret, 83-85",08035,Barcelonès,"41,425931","2,135862",EINF2C|EPRI,CEB,08870101,http://www.escolamarededeudemontserrat.cat,08002186.png,934181300,a8002186@xtec.cat,,TRUE
08002198,ESC,Escola La Farigola de Vallcarca,Barcelona,"c. Sant Camil, 31",08023,Barcelonès,"41,413802","2,146662",EINF2C|EPRI,CEB,08870105,https://sites.google.com/a/xtec.cat/lafarigoladevallcarca/,08002198.png,932138802,a8002198@xtec.cat,,TRUE
08002204,ESC,Escola Montseny,Barcelona,"c. Torrent del Remei, 2-10",08023,Barcelonès,"41,415667","2,148284",EINF2C|EPRI,CEB,08870105,http://www.escolamontseny.cat,08002204.png,932139845,a8002204@xtec.cat,,TRUE
08002216,ESC,Escola Josep Maria de Sagarra,Barcelona,"pg. Vall d'Hebron, 64-70",08023,Barcelonès,"41,419324","2,139895",EINF2C|EPRI,CEB,08870105,https://sites.google.com/a/xtec.cat/escola-josep-maria-de-sagarra/,08002216.png,932124429,a8002216@xtec.cat,,TRUE
08002277,ESC,Escola Calderón de la Barca,Barcelona,"c. Orduña, s/n",08031,Barcelonès,"41,433665","2,17153",EINF2C|EPRI,CEB,08870109,https://agora.xtec.cat,08002277.png,934084651,a8002277@xtec.cat,,TRUE
08002290,ESC,Escola Emili Juncadella,Barcelona,"c. Juan de Garay, 12",08041,Barcelonès,"41,417865","2,18139",EINF2C|EPRI,CEB,08870110,https://agora.xtec.cat/ceipemili-juncadella/,08002290.png,933518304,a8002290@xtec.cat,,TRUE
08002320,ESC,Escola Ciutat Comtal,Barcelona,"c. Pujalt, s/n",08033,Barcelonès,"41,46284","2,182715",EINF2C|EPRI,CEB,08870109,https://agora.xtec.cat/escolaciutatcomtal/,08002320.png,933592942,a8002320@xtec.cat,,TRUE
08002344,ESC,Escola El Turó,Barcelona,"c. de Peñalara, 19-55",08031,Barcelonès,"41,431502","2,17056",EINF2C|EPRI,CEB,08870109,http://elturo.blogspot.com.es/,08002344.png,934295384,a8002344@xtec.cat,,TRUE
08002368,ESC,Escola Timbaler del Bruc,Barcelona,"c. Arnau Oms, 4",08016,Barcelonès,"41,428343","2,177454",EINF2C|EPRI,CEB,08870109,https://www.sites.google.com/site/timbalerdelbrucbcn/,08002368.png,933522951,a8002368@xtec.cat,,TRUE
08002393,ESC,Escola L'Arc de Sant Martí,Barcelona,"c. Almacelles, 1-11",08020,Barcelonès,"41,422753","2,199745",EINF2C|EPRI,CEB,08870104,http://www.agora.xtec.cat/esc-larcstmarti,08002393.png,933141776,a8002393@xtec.cat,,TRUE
08002411,ESC,Escola Baró de Viver,Barcelona,"c. Tucuman, 1",08030,Barcelonès,"41,445331","2,199263",EINF2C|EPRI,CEB,08870110,http://barolucio.wordpress.com,08002411.png,933455613,a8002411@xtec.cat,,TRUE
08002459,ESC,Escola Elisenda de Montcada,Barcelona,"c. Vallcivera, s/n",08033,Barcelonès,"41,460551","2,179145",EINF2C|EPRI,CEB,08870109,http://www.escolaelisenda.cat,08002459.png,933592941,a8002459@xtec.cat,,TRUE
08002484,ESC,Escola Marta Mata,Barcelona,"c. Casals i Cuberó, s/n",08042,Barcelonès,"41,442422","2,176558",EINF2C|EPRI,CEB,08870109,http://www.xtec.cat/ceip-aiguamarina-bcn/,08002484.png,933541302,a8002484@xtec.cat,,TRUE
08002526,ESC,Escola Tibidabo,Barcelona,"c. Joaquim Valls, 10(Barriada Roquetes)",08016,Barcelonès,"41,442533","2,18292",EINF2C|EPRI,CEB,08870109,https://agora.xtec.cat/ceiptibidabo/,08002526.png,933594745,a8002526@xtec.cat,,TRUE
08002538,ESC,Escola Víctor Català,Barcelona,"c. Font d'en Canyelles, 35",08016,Barcelonès,"41,439712","2,176927",EINF2C|EPRI,CEB,08870109,https://sites.google.com/a/xtec.cat/cip-victor-catala/,08002538.png,933590946,a8002538@xtec.cat,,TRUE
08002551,ESC,Escola Molí de Finestrelles,Barcelona,"c. Guardiola i Feliu, 7-9",08030,Barcelonès,"41,438812","2,189361",EINF2C|EPRI,CEB,08870110,https://agora.xtec.cat/esc-molidefinestrelles/,08002551.png,933456816,a8002551@xtec.cat,,TRUE
08002563,ESC,Escola La Mar Bella,Barcelona,"pl. Sant Bernat Calbó, 2",08005,Barcelonès,"41,399785","2,20475",EINF2C|EPRI,CEB,08870104,http://www.lamarbella.cat/,08002563.png,932252838,a8002563@xtec.cat,@EscoLaMarBella,TRUE
08002575,ESC,Escola La Pau,Barcelona,"c. Extremadura, 15",08020,Barcelonès,"41,424229","2,209354",EINF2C|EPRI,CEB,08870104,https://escolalapaubarcelona.wordpress.com/,08002575.png,933136239,a8002575@xtec.cat,,TRUE
08002587,ESC,Escola Concepción Arenal,Barcelona,"c. Cristobal de Moura, 240",08019,Barcelonès,"41,417376","2,215227",EINF2C|EPRI,CEB,08870104,http://www.xtec.cat/centres/a8002587/,08002587.png,933052151,a8002587@xtec.cat,,TRUE
08002599,ESC,Escola Eduard Marquina,Barcelona,"c. Jaume Huguet, 22",08019,Barcelonès,"41,418328","2,213974",EINF2C|EPRI,CEB,08870104,https://agora.xtec.cat/ceip-eduard-marquina/,08002599.png,933053001,a8002599@xtec.cat,,TRUE
08002617,ESC,Escola Rambleta del Clot,Barcelona,"c. Aragó, 620",08018,Barcelonès,"41,41056","2,189782",EINF2C|EPRI,CEB,08870104,http://www escolarambletadelclot,08002617.png,932454243,a8002617@xtec.cat,,TRUE
08002629,ESC,Escola Les Acàcies,Barcelona,"c. Pujadas, 252-270",08005,Barcelonès,"41,404078","2,204947",EINF2C|EPRI,CEB,08870104,http://www.escolalesacacies.cat/,08002629.png,933070033,a8002629@xtec.cat,,TRUE
08002630,ESC,Escola Els Porxos,Barcelona,"pl. Eduard Torroja, 12-20",08020,Barcelonès,"41,414727","2,1983",EINF2C|EPRI,CEB,08870104,https://sites.google.com/site/escolaporxos/,08002630.png,933071232,a8002630@xtec.cat,,TRUE
08002642,ESC,Escola Poblenou,Barcelona,"c. Perú, 139",08018,Barcelonès,"41,409809","2,197573",EINF2C|EPRI,CEB,08870104,https://agora.xtec.cat/escolapoblenou/,08002642.png,933072613,a8002642@xtec.cat,,TRUE
08002654,ESC,Escola Prim,Barcelona,"c. Bernat Metge, 20-26",08019,Barcelonès,"41,419803","2,211769",EINF2C|EPRI,CEB,08870104,http://www.escolaprim.cat,08002654.png,933142420,a8002654@xtec.cat,@escolaprim,TRUE
08002666,EE,CEE Concha Espina,Barcelona,"c. Prim, 121-123",08020,Barcelonès,"41,418523","2,208784",EE,CEB,08870104,https://agora.xtec.cat/ceeconchaespina/,08002666.png,933144919,a8002666@xtec.cat,,TRUE
08002681,ESC,Escola Duran i Bas,Barcelona,"c. Vallespir, 198",08014,Barcelonès,"41,385195","2,133407",EINF2C|EPRI,CEB,08870102,http://www.escoladuranibas.org,08002681.png,934908159,a8002681@xtec.cat,,TRUE
08002721,ESC,Escola Font d'en Fargas,Barcelona,"pg. Font d'En Fargas, 65",08032,Barcelonès,"41,422698","2,16525",EINF2C|EPRI,CEB,08870101,https://agora.xtec.cat/escolafontfargas/,08002721.png,933576148,a8002721@xtec.cat,,TRUE
08002733,ESC,Escola Miralletes,Barcelona,"c. Indústria, 255",08041,Barcelonès,"41,413455","2,179223",EINF2C|EPRI,CEB,08870104,http://www.escolamiralletes.org,08002733.png,934563281,a8002733@xtec.cat,@EMiralletes,TRUE
08002745,ESC,Escola El Carmel,Barcelona,"c. Llobregós, 154",08032,Barcelonès,"41,42329","2,154071",EINF2C|EPRI,CEB,08870101,https://agora.xtec.cat/ceipelcarmel/,08002745.png,934294698,a8002745@xtec.cat,,TRUE
08002770,ESC,Escola Àgora,Barcelona,"c. Marne, 2",08042,Barcelonès,"41,437626","2,168371",EINF2C|EPRI,CEB,08870109,https://agora.xtec.cat/escola-agora,08002770.png,933596280,a8002770@xtec.cat,,TRUE
08002800,ESC,Escola Mas Casanovas,Barcelona,"c. Mas Casanovas, 55",08025,Barcelonès,"41,413184","2,170704",EINF2C|EPRI,CEB,08870101,https://sites.google.com/a/xtec.cat/mas-casanovas2012/,08002800.png,934364910,a8002800@xtec.cat,@Mascas55,TRUE
08002873,ESC,Escola Bac de Roda,Barcelona,"c. Fluvià, 253",08020,Barcelonès,"41,416023","2,19417",EINF2C|EPRI,CEB,08870104,http://blocs.xtec.cat/bacdroda/,08002873.png,933071431,a8002873@xtec.cat,,TRUE
